id,split,language,source,text,expression,matched_expression,span_start,span_end,token_span_start,token_span_end,num_tokens,label,label_2,iob2_tags,char_mask
1089,train,he,inhouse,"היא שמה רגליים על החזה של אביה, והוא צחק בקול.",שם רגליים,שמה רגליים,4,14,1,3,10,מילולי,0,O B-IDIOM I-IDIOM O O O O O O O,0000111111111100000000000000000000000000000000
1090,validation,he,inhouse,"תוך כדי שהוא צפה בנוף החלומי מהמרפסת, הוא שם רגליים על המעקה ונהנה מהרגע.",שם רגליים,שם רגליים,42,51,8,10,14,מילולי,0,O O O O O O O O B-IDIOM I-IDIOM O O O O,0000000000000000000000000000000000000000001111111110000000000000000000000
1091,train,he,inhouse,"אם היא לא הייתה שמה רגליים בתוך הנעליים החדשות, אולי לא הייתה מגלה שהן קטנות מדי, וחוסכת לעצמה שלפוחיות כואבות כבר ביום הראשון.",שם רגליים,שמה רגליים,16,26,4,6,23,מילולי,0,O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O,0000000000000000111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1092,train,he,inhouse,הוא שם רגליים מתחת לשמיכה והתכרבל בשקט.,שם רגליים,שם רגליים,4,13,1,3,7,מילולי,0,O B-IDIOM I-IDIOM O O O O,000011111111100000000000000000000000000
1093,train,he,inhouse,הילדים שיחקו ושמו רגליים על הספה בסלון.,שם רגליים,ושמו רגליים,13,24,2,4,7,מילולי,0,O O B-IDIOM I-IDIOM O O O,000000000000011111111111000000000000000
1094,test,he,inhouse,"אל תתני לעצמך לשים רגליים על הברכיים של חברה שלך באמצע השיחה – זו לא רק חוסר נימוס, אלא גם עלולה להתפרש לא נכון כשמדובר באירוע רשמי.",שם רגליים,לשים רגליים,14,25,3,5,27,מילולי,0,O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O,000000000000001111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1095,train,he,inhouse,רמי התחיל לרכב לאחר שהוא שם רגליים במקום הנכון על הדוושות.,שם רגליים,שם רגליים,25,34,5,7,11,מילולי,0,O O O O O B-IDIOM I-IDIOM O O O O,0000000000000000000000000111111111000000000000000000000000
1096,train,he,inhouse,"אם היא לא הייתה שמה רגליים על שולחן הזכוכית בבית הקפה, ייתכן שלא הייתה שוברת אותו, ולא הייתה צריכה להתמודד עם פוסט ויראלי שהפך לבדיחה ברשת.",שם רגליים,שמה רגליים,16,26,4,6,26,מילולי,0,O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O,0000000000000000111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1097,train,he,inhouse,החתול החום השמן שם רגליים על הארון כדי לקפוץ ממנו.,שם רגליים,שם רגליים,16,25,3,5,10,מילולי,0,O O O B-IDIOM I-IDIOM O O O O O,00000000000000001111111110000000000000000000000000
1098,validation,he,inhouse,הוא שכב על הדשא ושם רגליים על התיק.,שם רגליים,ושם רגליים,16,26,4,6,8,מילולי,0,O O O O B-IDIOM I-IDIOM O O,00000000000000001111111111000000000
1099,train,he,inhouse,"היא שמה רגליים באוויר תוך כדי תרגיל פילאטיס, והמדריך העיר לה בחיוך שהיציבות שלה מרשימה – רק אל תשכחי לנשום תוך כדי, הוא הוסיף בציניות קלה.",שם רגליים,שמה רגליים,4,14,1,3,26,מילולי,0,O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O,000011111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1100,validation,he,inhouse,הוא שם רגליים במים הרדודים של הבריכה.,שם רגליים,שם רגליים,4,13,1,3,7,מילולי,0,O B-IDIOM I-IDIOM O O O O,0000111111111000000000000000000000000
1101,train,he,inhouse,"אם היא לא הייתה שמה רגליים על המיטה אחרי יום עבודה מתיש, ייתכן שלא הייתה מצליחה להירגע בכלל – לפעמים מנוחה פשוטה היא התרופה הכי יעילה.",שם רגליים,שמה רגליים,16,26,4,6,26,מילולי,0,O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O,00000000000000001111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1102,validation,he,inhouse,הילד שם רגליים על הדלת והקיש עליה בטעות.,שם רגליים,שם רגליים,5,14,1,3,8,מילולי,0,O B-IDIOM I-IDIOM O O O O O,0000011111111100000000000000000000000000
1103,train,he,inhouse,הוא שם רגליים על הכורסה והתמסר לרגע.,שם רגליים,שם רגליים,4,13,1,3,7,מילולי,0,O B-IDIOM I-IDIOM O O O O,000011111111100000000000000000000000
1104,train,he,inhouse,"כשסיוון חיכתה לסיגנל היציאה, ותהתה אם החיים שלה בכלל מתקדמים או שהיא עדיין באותו מקום כמו לפני שנה היא שמה רגליים על המזוודה בתחנת רכבת ונרדמה.",שם רגליים,שמה רגליים,103,113,19,21,26,מילולי,0,O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O O O O O,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111000000000000000000000000000000
1105,train,he,inhouse,הוא נשען אחורה בנחת ואז גם שם את הרגליים על המעקה כדי למקסם את הנוחות והרוגע.,שם רגליים,שם את הרגליים,27,40,6,9,16,מילולי,0,O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O,00000000000000000000000000011111111111110000000000000000000000000000000000000
1106,train,he,inhouse,הילד הקטן שם רגליים בכיור כדי לשטוף אותם לבד.,שם רגליים,שם רגליים,10,19,2,4,9,מילולי,0,O O B-IDIOM I-IDIOM O O O O O,000000000011111111100000000000000000000000000
1107,train,he,inhouse,היא שמה רגליים בחול ונשענה על העץ בצד הים.,שם רגליים,שמה רגליים,4,14,1,3,9,מילולי,0,O B-IDIOM I-IDIOM O O O O O O,000011111111110000000000000000000000000000
1108,test,he,inhouse,הוא שכב על הדשא ושם רגליים על התיק בתור כרית.,שם רגליים,ושם רגליים,16,26,4,6,10,מילולי,0,O O O O B-IDIOM I-IDIOM O O O O,000000000000000011111111110000000000000000000
1109,train,he,inhouse,"גם אם אתה רק רוצה שיעיף אותך גבוה באוויר, אל תשים רגליים על הברכיים של אבא שלך בלי לבקש רשות כי לא כל אבא אוהב הפתעות בגיל ארבעים וחמש.",שם רגליים,תשים רגליים,45,56,10,12,29,מילולי,0,O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O,000000000000000000000000000000000000000000000111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000
1110,train,he,inhouse,"הילד התבקש להתנהג בכבוד מהמורה בכיתה, לאחר שבחוצפתו שם רגליים על השולחן.",שם רגליים,שם רגליים,52,61,8,10,12,מילולי,0,O O O O O O O O B-IDIOM I-IDIOM O O,000000000000000000000000000000000000000000000000000011111111100000000000
1111,train,he,inhouse,"אם היא לא הייתה שמה רגליים על הספסל והתמתחה, היא כנראה לא הייתה מרגישה את השחרור מהכאבים ברגליים – לפעמים הגוף יודע לבקש מנוחה יותר טוב מהמוח.",שם רגליים,שמה רגליים,16,26,4,6,27,מילולי,0,O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O,0000000000000000111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1112,train,he,inhouse,"אל תישען לאחור, שים רגליים כמו שצריך.",שם רגליים,שים רגליים,16,26,3,5,7,מילולי,0,O O O B-IDIOM I-IDIOM O O,0000000000000000111111111100000000000
1113,train,he,inhouse,"הוא שם רגליים על הקיר והשאיר סימנים כהים מהנעליים, והעוזרת של המשרד הזהירה שאם זה יקרה שוב, היא תצלם ותשלח ישירות למנהל.",שם רגליים,שם רגליים,4,13,1,3,22,מילולי,0,O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O,000011111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1114,train,he,inhouse,כדי לנוח לי בשקט במיטה שמתי רגליים זו על זו.,שם רגליים,שמתי רגליים,23,34,5,7,10,מילולי,0,O O O O O B-IDIOM I-IDIOM O O O,00000000000000000000000111111111110000000000
1115,train,he,inhouse,כשהילדה התנדנדה על הנדנדה היא שמה רגליים באוויר למעלה וכמה שיותר גבוה.,שם רגליים,שמה רגליים,30,40,5,7,12,מילולי,0,O O O O O B-IDIOM I-IDIOM O O O O O,0000000000000000000000000000001111111111000000000000000000000000000000
1116,train,he,inhouse,"אם הגבר לא היה שוכב על המיטה ושם את רגליו בתנוחה נוחה, הכאבים מהגב התחתון לא היו נרגעים – זו הדרך היחידה שבה הוא מצליח לישון לילה שלם.",שם רגליים,ושם את רגליו,29,41,7,10,28,מילולי,0,O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O,00000000000000000000000000000111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1117,train,he,inhouse,היא שמה רגליים על הכיסא והקשיבה למוזיקה.,שם רגליים,שמה רגליים,4,14,1,3,7,מילולי,0,O B-IDIOM I-IDIOM O O O O,0000111111111100000000000000000000000000
1118,test,he,inhouse,"אחרי שהילדה קפצה בבוץ בגינה, אמא שלה אמרה לה והיא שמה את רגליה במקלחת אבל כשניסתה לנקות אותן לבד, הבינה שלפעמים גם לכלוך מביא איתו קצת אושר ילדותי.",שם רגליים,שמה את רגליה,50,62,10,13,28,מילולי,0,O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O,000000000000000000000000000000000000000000000000001111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1119,train,he,inhouse,הוא שם רגליים על השולחן ושתה קפה.,שם רגליים,שם רגליים,4,13,1,3,7,מילולי,0,O B-IDIOM I-IDIOM O O O O,000011111111100000000000000000000
1120,train,he,inhouse,"אם הוא לא היה מוריד את הכפפות במהלך הוויכוח בעבודה, אולי הסכסוך היה נפתר בצורה שקטה, אבל כשהרגשות מתערבבים באגו – אף אחד כבר לא חושב בהיגיון.",הוריד את הכפפות,מוריד את הכפפות,14,29,4,7,27,פיגורטיבי,1,O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O,000000000000001111111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1121,train,he,inhouse,"לפעמים מילה אחת קשה יכולה להרוס קשר שנבנה במשך שנים של אמון הדדי, לכן אל תורידי את הכפפות מול חברה טובה ברגע הראשון של כעס.",הוריד את הכפפות,תורידי את הכפפות,73,89,15,18,25,פיגורטיבי,1,O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O,000000000000000000000000000000000000000000000000000000000000000000000000011111111111111110000000000000000000000000000000000
1122,train,he,inhouse,"כולם הבינו ברגע, שהוא לא בא לשחק משחקים לאחר שהוריד את הכפפות.",הוריד את הכפפות,שהוריד את הכפפות,45,61,9,12,12,פיגורטיבי,1,O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM,00000000000000000000000000000000000000000000011111111111111110
1123,train,he,inhouse,הבחור הוריד את הכפפות והתמודד עם האמת המרה ונלחם במי שצריך.,הוריד את הכפפות,הוריד את הכפפות,6,21,1,4,11,פיגורטיבי,1,O B-IDIOM I-IDIOM I-IDIOM O O O O O O O,00000011111111111111100000000000000000000000000000000000000
1124,train,he,inhouse,בדיעבד הבנו שניצחון טכני לא שווה כלום כשהיחסים האנושיים נשרפים בדרך לאחר שבבית המשפט הורדנו את הכפפות והלכנו ראש בראש עד הסוף.,הוריד את הכפפות,הורדנו את הכפפות,85,101,14,17,22,פיגורטיבי,1,O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O,000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111110000000000000000000000000
1125,train,he,inhouse,"אם היא לא הייתה מורידה את הכפפות ומראה לכולם כמה היא נחושה, אף אחד לא היה לוקח אותה ברצינות בתחרות שבה רק החזקים באמת שורדים.",הוריד את הכפפות,מורידה את הכפפות,16,32,4,7,25,פיגורטיבי,1,O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O,00000000000000001111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
