model,split,id,error_category,base_pie,pie_span,sentence,analysis,category
xlm-roberta-base,seen_test,58_lit_13,PERFECT,שם עליו פס,שם פס,"הטכנאי שם פס כסף מבריק על הכבל הפתוח, כדי להגן עליו מהתחשמלות – אבל האם זה באמת יעמוד בפני תנאי מזג האוויר הסוערים?",morphology,שם עליו פס
xlm-roberta-base,seen_test,59_lit_1,PERFECT,שם רגליים,שמה את רגליה,"אחרי שהילדה קפצה בבוץ בגינה, אמא שלה אמרה לה והיא שמה את רגליה במקלחת אבל כשניסתה לנקות אותן לבד, הבינה שלפעמים גם לכלוך מביא איתו קצת אושר ילדותי.",morphology,שם רגליים
xlm-roberta-base,seen_test,59_lit_3,PERFECT,שם רגליים,לשים רגליים,"אל תתני לעצמך לשים רגליים על הברכיים של חברה שלך באמצע השיחה – זו לא רק חוסר נימוס, אלא גם עלולה להתפרש לא נכון כשמדובר באירוע רשמי.",morphology,שם רגליים
xlm-roberta-base,seen_test,60_lit_10,PERFECT,שפכה אור,שפך אור,"האור ממגדל הפיקוח בשדה התעופה שפך אור רחב על המסלול, ואם הבקר לא היה מבחין בטייס המאחר – ייתכן שהמטוס היה ממריא בלי אישור בכלל.",morphology,שפכה אור
xlm-roberta-base,seen_test,60_lit_19,PERFECT,שפכה אור,שפכו אור,"הלהבות באירוע המחאה שפכו אור כתום על פני המפגינים, אך אף אחד לא ידע האם מדובר בסמל של תקווה – או באזהרה למה שעוד עלול לקרות.",morphology,שפכה אור
xlm-roberta-base,unseen_test,19_lit_1,PARTIAL_END,חצה קו אדום,חוצה את הקו האדום,"אם הולך הרגל לא היה חוצה את הקו האדום ברמזור, ייתכן שלא היה כמעט נפגע מהרכב שחלף במהירות – לפעמים שנייה אחת משנה הכול.",boundary,PARTIAL_END
xlm-roberta-base,unseen_test,19_lit_3,PARTIAL_END,חצה קו אדום,לחצות קווים אדומים,"אם הרץ ימשיך לחצות קווים אדומים במסלול כדי לקצר את הדרך, הוא לעולם לא יבין את המשמעות של ניצחון אמיתי שנבנה ביושר ובהשקעה.",boundary,PARTIAL_END
xlm-roberta-base,unseen_test,19_lit_4,PARTIAL_END,חצה קו אדום,חוצה את הקו האדום,"אם הרץ לא היה חוצה את הקו האדום שסימן את גבול המסלול, ייתכן שהיה מנצח בתחרות במקום להיפסל רגע לפני הסוף.",boundary,PARTIAL_END
xlm-roberta-base,unseen_test,19_fig_2,WRONG_SPAN,חצה קו אדום,שחוצה קו אדום,"אל תחשוב שאתה חסין; כל אדם שחוצה קו אדום קטן, עלול למצוא את עצמו במדרון חלקלק שבו הגבול בין נכון לשגוי כבר לא קיים.",boundary,WRONG_SPAN
xlm-roberta-base,unseen_test,20_lit_24,WRONG_SPAN,חתך פינה,חתכה פינה,היא נחתכה באצבע כאשר חתכה פינה מהדגם.,boundary,WRONG_SPAN
xlm-roberta-base,unseen_test,33_lit_5,WRONG_SPAN,נשאר מאחור,תישאר מאחור,"אתה תמצא את עצמך מבצע מסלול נוסף לבד לגמרי אם תישאר מאחור שוב באימון הקרבי, אמר לו המפקד בתקיפות.",boundary,WRONG_SPAN
xlm-roberta-base,unseen_test,19_lit_9,MULTI_SPAN,חצה קו אדום,חצתה קו אדום,ביצירה החדשה שלה כשציירה סצנה המבוססת על אירוע אמיתי מהשואה היא חצתה קו אדום – המבקרים התלבטו: אמנות אמיצה או פגיעה בזיכרון?,boundary,MULTI_SPAN
xlm-roberta-base,unseen_test,19_lit_15,MULTI_SPAN,חצה קו אדום,חצה את הקו האדום,"במהלך משחק כדורגל מתוח, השוער טען שהחלוץ חצה את הקו האדום רגע לפני הכדור – והשופט, אחרי צפייה חוזרת במצלמות, ביטל את השער ומייד נשמעו קריאות זעם מהקהל.",boundary,MULTI_SPAN
xlm-roberta-base,unseen_test,19_lit_40,MISS,חצה קו אדום,תחצה את הקו האדום,"שני הצדדים סימנו את הגבול באדום, אל תחצה את הקו האדום הזה, אחרת מייד יקפיצו אליך כוננים ואתה עלול למצוא את עצמך כלוא לזמן רב.",boundary,MISS
xlm-roberta-base,unseen_test,33_lit_1,MISS,נשאר מאחור,נשאר מאחור,"אם המטופל נשאר מאחור בתור לחיסון, אולי זה סימן שהוא פשוט חושש, אמר הרופא, ויצא לדבר איתו באופן אישי.",boundary,MISS
xlm-roberta-base,unseen_test,33_lit_2,MISS,נשאר מאחור,יישאר מאחור,"אם העובד החדש ימשיך להסס בזמן שהצוות מתקדם בטיול, הוא יישאר מאחור ועלול ללכת לאיבוד בטיול המחלקתי.",boundary,MISS
xlm-roberta-base,unseen_test,2_lit_1,PERFECT,איבד את הראש,מאבד את הראש,"אם החייל הקטן היה עשוי מברזל ולא מפלסטיק זול, הוא לא היה מאבד את הראש בקרב המדומיין, אבל אולי אז היה מאבד משהו אחר – את הדמיון של הילד ששיחק בו.",morphology,איבד את הראש
xlm-roberta-base,unseen_test,2_lit_2,PERFECT,איבד את הראש,מאבד את הראש,"אם החייל מפלסטיק לא היה מאבד את הראש בקרב הדמיוני מול מכוניות צעצוע, אולי בני לא היה שואל אותי אם גם חיילים אמיתיים נופלים ככה במלחמה.",morphology,איבד את הראש
xlm-roberta-base,unseen_test,19_lit_2,PERFECT,חצה קו אדום,לחצות קו אדום,"אם הולך רגל בוחר לחצות קו אדום באמצע הכביש הסואן, מי באמת אשם כשהתאונה קורית – הנהג שלא בלם בזמן, או הולך הרגל שהתעלם מהחוקים?",morphology,חצה קו אדום
xlm-roberta-base,unseen_test,19_lit_6,PERFECT,חצה קו אדום,חוצה קו אדום,"אם נהגת חוצה קו אדום באור מלא, גם בלי כוונה רעה, האם זה באמת רק ""טעות אנוש"" או מעשה שמסכן חיים וצריך להיחשב פלילי?",morphology,חצה קו אדום
xlm-roberta-base,unseen_test,19_lit_1,PARTIAL_END,חצה קו אדום,חוצה את הקו האדום,"אם הולך הרגל לא היה חוצה את הקו האדום ברמזור, ייתכן שלא היה כמעט נפגע מהרכב שחלף במהירות – לפעמים שנייה אחת משנה הכול.",morphology,חצה קו אדום
xlm-roberta-base,unseen_test,19_lit_3,PARTIAL_END,חצה קו אדום,לחצות קווים אדומים,"אם הרץ ימשיך לחצות קווים אדומים במסלול כדי לקצר את הדרך, הוא לעולם לא יבין את המשמעות של ניצחון אמיתי שנבנה ביושר ובהשקעה.",morphology,חצה קו אדום
xlm-roberta-base,unseen_test,20_lit_1,PERFECT,חתך פינה,חתכו פינה,"אחרי שהם חשבו רבות על מה לעשות כדי שהוא יתאים בדיוק לצורת הקיר, הם חתכו פינה בצד הארון ואז זה הסתדר בול.",morphology,חתך פינה
xlm-roberta-base,unseen_test,20_lit_3,PERFECT,חתך פינה,לחתוך פינה,"אם אבא שלי היה משקיע עוד שעה בשיוף ועיגול המשטח במקום לחתוך פינה ממנו, אולי היה יוצא לו מוצר טוב יותר ולא כזה מכוער.",morphology,חתך פינה
xlm-roberta-base,unseen_test,20_lit_24,WRONG_SPAN,חתך פינה,חתכה פינה,היא נחתכה באצבע כאשר חתכה פינה מהדגם.,morphology,חתך פינה
xlm-roberta-base,unseen_test,20_lit_38,EXTEND_END,חתך פינה,חתכה את פינת,כשעשתה שיפוץ מקיף בביתה היא חתכה את פינת השולחן כדי שיתאים לעיצוב,morphology,חתך פינה
xlm-roberta-base,unseen_test,33_lit_24,PERFECT,נשאר מאחור,נשארה מאחור,הילדה הקטנה עם שתי הצמות נשארה מאחור בחצר בית הספר.,morphology,נשאר מאחור
xlm-roberta-base,unseen_test,33_lit_25,PERFECT,נשאר מאחור,נשארה מאחור,הילדה לא שמעה את הקריאה ולכן היא נשארה מאחור בכיתה.,morphology,נשאר מאחור
xlm-roberta-base,unseen_test,33_lit_2,MISS,נשאר מאחור,יישאר מאחור,"אם העובד החדש ימשיך להסס בזמן שהצוות מתקדם בטיול, הוא יישאר מאחור ועלול ללכת לאיבוד בטיול המחלקתי.",morphology,נשאר מאחור
xlm-roberta-base,unseen_test,33_lit_4,MISS,נשאר מאחור,שנשאר מאחור,"אם הרצים לא יעזרו אחד לשני בזמן התחרות, מי שנשאר מאחור במקטע האחרון של המסלול עלול לאבד את התקווה ולהפסיד את כל המרוץ.",morphology,נשאר מאחור
xlm-roberta-base,unseen_test,49_lit_8,PARTIAL_END,רץ אחרי הזנב של עצמו,לרוץ אחרי הזנב של עצמה,"אם הכלבה תמשיך לרוץ אחרי הזנב של עצמה גם אחרי החיסון, אולי זה בכלל לא משחק אלא סימן שהיא חשה גירוי בעור שצריך לבדוק.",morphology,רץ אחרי הזנב של עצמו
xlm-roberta-base,unseen_test,49_lit_9,PARTIAL_END,רץ אחרי הזנב של עצמו,לרוץ אחרי הזנב של עצמך,"אם תמשיך לרוץ אחרי הזנב של עצמך ככה, אמר המאמן לכלב בתחרות האילוף, אתה לעולם לא תצליח להביא את הכדור כמו שצריך.",morphology,רץ אחרי הזנב של עצמו
xlm-roberta-base,unseen_test,55_lit_1,PERFECT,שבר שתיקה,שובר שתיקה,"אם היית שובר שתיקה מוקדם יותר, אולי היינו מצליחים להבין מה בדיוק קרה באותו יום גורלי.",morphology,שבר שתיקה
xlm-roberta-base,unseen_test,55_lit_2,PERFECT,שבר שתיקה,שוברת שתיקה,"אם הנהגת לא הייתה שוברת שתיקה ומתקשרת לעזרה בזמן, היא כנראה הייתה נשארת תקועה לבדה בכביש הריק כל הלילה.",morphology,שבר שתיקה
xlm-roberta-base,unseen_test,55_lit_3,MISS,שבר שתיקה,ישבור שתיקה,"אם התינוק ישבור שתיקה הלילה ויתחיל לבכות שוב, אני נשבעת שאני פשוט עוברת לישון בסלון.",morphology,שבר שתיקה
xlm-roberta-base,unseen_test,55_lit_4,WRONG_SPAN,שבר שתיקה,ישבור שתיקה,"אם התינוק ישבור שתיקה ויתעורר שוב באמצע הלילה, אני קמה אל המטבח להכין בקבוק לפני שהוא יתחיל לבכות בקול רם.",morphology,שבר שתיקה
